1305340	Cep55	gene	1	242382809	242398281
621721	Avpi1	gene	1	248727385	248733112
1307760	RGD1307760	gene	1	184528343	184553824
620687	Pygl	gene	6	92298339	92341347
1359294	V1rf4	gene	1	58681805	58682710
1359158	RGD1359158	gene	1	224820924	224887275
61824	Kcnj16	gene	10	100514180	100515949
1559436	Endo180	gene	10	94689202	94752076
620318	C7	gene	2	54147534	54241029
2949	Kcna1	gene	4	163009910	163014354
1310641	RGD1310641	gene	5	51301622	51349061
2716	Gnas	gene	3	165213384	165214707
1302995	Smgc	gene	7	130298388	130328805
1311681	RGD1311681	gene	17	14409442	14412459
1306765	Ggn	gene	1	84304982	84308086
1304835	RGD1304835	gene	20	37668509	37670179
2606	Fgf10	gene	2	50866799	50940319
1359618	Dhx40	gene	10	75043705	75080633
621225	Ppp4c	gene	1	185961286	185967851
727879	Gldn	gene	8	57793743	57839274
1311981	Slc39a11	gene	10	102863399	103189081
61870	Ramp1	gene	9	90402493	90450038
621693	Aspa	gene	10	60178509	60199207
1307423	Tmem97	gene	10	64652641	64661724
1561384	LOC303059	gene	10	28668681	28684590
1307761	Hmgn1	gene	11	36429800	36435719
735050	Rdh2	gene	7	67752257	67766999
69233	Smpx	gene	X	58521059	58581070
1307109	Ndufs2	gene	13	87124431	87137497
620309	Cap1	gene	5	142174441	142201120
727893	Akap13	gene	1	131144307	131357897
1310810	RGD1310810	gene	16	70462989	70473362
620505	Crh	gene	2	104764023	104765887
1311220	Letm2	gene	16	70844079	70865537
1305887	Tubb6	gene	18	63919776	63929415
619785	Ap1g1	gene	19	39649908	39735034
1359572	LOC293494	gene	1	186030837	186041424
1306504	Klhdc2	gene	6	91259826	91274820
2950	Kcna2	gene	2	202561161	202564408
628658	Bmf	gene	3	104966652	104984752
1309071	RGD1309071	gene	14	21750710	21752389
620131	Bdh1	gene	11	71130561	71165695
1308637	RGD1308637	gene	1	149410497	149424055
735092	Impdh2	gene	8	113607025	113611613
621737	Flt4	gene	10	35071002	35112006
3128	Mxi1	gene	1	259219584	259259979
1306954	RGD1306954	gene	11	30910153	30919537
3803	Syt1	gene	7	47240796	47795679
620702	Slc38a5	gene	X	26244422	26253596
620982	Tspan2	gene	2	197861123	197902988
1562749	LOC503000	gene	5	166600871	166650163
1549759	MGC109491	gene	4	62248802	62259801
1303136	Ddx19	gene	19	40891700	40914029
1311107	RGD1311107	gene	1	79675031	79678711
620775	Sc5d	gene	8	45229976	45238924
1307250	Hoxc10	gene	7	141730012	141735325
1304931	RGD1304931	gene	5	173051719	173055951
621153	Clstn3	gene	4	160631047	160665193
1303086	Abcb7	gene	X	92280115	92430426
70980	Gmpr	gene	17	25147730	25185385
735170	Psat1	gene	1	219268419	219290273
2806	Hmox1	gene	19	13963139	13969960
70933	Pde6h	gene	4	174009860	174014405
2015	Acsl1	gene	16	49036892	49081416
3826	Tbxas1	gene	4	66502253	66677538
2386	Cox8h	gene	1	201057314	201058769
3348	Plcg2	gene	19	47875572	47947573
1565942	N22.1	gene	5	137441859	137444065
619972	Alcam	gene	11	49424243	49630071
620712	Ptpn4	gene	13	32438122	32610877
1308198	Fosb	gene	1	78668523	78673784
2115	Andpro	gene	3	138085660	138092024
620120	Prlpl	gene	17	43119152	43126570
628681	Zdhhc2	gene	16	55155221	55225216
61906	Nr1h2	gene	1	95027202	95032513
628773	Hdgfrp3	gene	1	138098818	138119695
1306530	Krt1-4	gene	10	88973452	88977141
1305755	RGD1305755	gene	15	36879173	36934987
3556	Ret	gene	4	154448179	154491103
727886	Cyp11b3	gene	7	113013335	113018824
619869	Cxcl1	gene	14	18690339	18692118
735182	Pcdha2	gene	18	29670538	29928030
3710	Slc4a1	gene	10	91454824	91471072
1306339	Zfp110	gene	1	72735178	72750419
620269	P2ry6	gene	1	158381127	158406783
621611	Jundp2	gene	6	109708745	109740375
1311339	Kpna3	gene	15	40513214	40585152
621248	Acaca	gene	10	72483772	72677134
2758	Gstp1	gene	1	206627464	206629586
1308556	RGD1308556	gene	7	10354554	10367210
1563572	LOC500420	gene	5	36493245	36520039
628833	Art3	gene	14	17198267	17280642
69314	Smad7	gene	18	72294803	72323354
1308230	Eif3s6ip	gene	7	117062697	117073746
631360	Cacna2d2	gene	8	112643409	112775460
1305705	Otx2	gene	15	24622853	24632435
727907	Odz2	gene	10	20939207	21888442
1564691	LOC499653	gene	2	180899344	180974537
1309665	Zbed3	gene	2	25692721	25703663
1359135	LOC303259	gene	10	57443260	57496763
621607	Cml3	gene	4	119964411	119965361
1311969	Car6	gene	5	167332219	167350880
1359536	Peflin	gene	5	149135320	149158586
3064	Mcpt4	gene	15	34167643	34170264
1563011	MGC125004	gene	11	53279300	53321892
1310988	Abhd1	gene	6	25405493	25410481
2249	Cacng1	gene	10	97105707	97118400
1308127	RGD1308127	gene	1	267131708	267190496
1304783	RGD1304783	gene	7	9806005	9810744
1311312	Osbpl2	gene	3	169174367	169219820
1359593	RGD1359593	gene	7	31911351	31984394
1307575	Nat3	gene	16	23785757	23786629
1306730	RGD1306730	gene	1	187949938	187954811
1307336	RGD1307336	gene	1	248764890	248775194
1562440	Mterfd2	gene	9	92572064	92576740
69253	Pitx1	gene	17	14834144	14840303
621407	Csnk1g2	gene	7	10587247	10605472
708579	Tax1bp1	gene	4	81021495	81081235
69367	Prom1	gene	14	72123019	72230452
1564787	LOC498351	gene	14	33462627	33489326
1309508	Reep6	gene	7	10885266	10891936
620178	Fgf23	gene	4	163468604	163476325
1310572	RGD1310572	gene	19	26447874	26495782
1359334	RGD1359334	gene	2	190148108	190151701
1309530	Krt25d	gene	10	88268420	88278293
67379	Acaa1	gene	8	124305097	124313887
735231	Sdhd	gene	8	53955067	53964547
1309416	Fars2	gene	17	34595255	35048596
1561885	MGC114499	gene	1	92517500	92524037
3394	Prkar2b	gene	6	50234168	50325490
2721	Got1	gene	1	247324285	247347553
1305851	Tex261	gene	4	117963579	117968532
1305302	RGD1305302	gene	16	47746221	47749499
69424	Plce1	gene	1	242794858	243103437
631372	MAST1	gene	19	24872709	24900427
727888	LOC299271	gene	6	127932446	127939824
1309099	Dnalc4	gene	7	117999413	118012247
1311879	Cnksr1	gene	5	152972551	152983208
1310729	Ccdc52	gene	11	57836725	57878435
1562468	Aph1b	gene	8	71122678	71143687
1307037	Tmc5	gene	1	176854487	176868443
3804	Syt2	gene	13	47690518	47699094
735171	Tlr3	gene	16	50112910	50126371
619919	Arid4b	gene	17	59334046	59457079
1311763	Arrdc4	gene	1	123523942	123535573
1303194	Hyal4	gene	4	51238505	51247817
3455	Ptprz1	gene	4	49267521	49468692
621251	C1qr1	gene	3	137188528	137193457
1359094	Zfp672	gene	10	43953238	43961467
3414	Prph1	gene	7	137830825	137839926
1309364	F11	gene	16	50279169	50298963
1306050	Gdap2	gene	2	195116710	195174436
3539	Rasgrp1	gene	3	103371879	103433010
1304719	RGD1304719	gene	6	136495219	136520113
1307516	Ccdc32	gene	3	105522251	105535444
708508	Obp3	gene	5	78088876	78092317
1306274	RGD1306274	gene	7	127646002	127650632
735104	Wrb	gene	11	36453285	36467217
1334264	Olr837	gene	5	60266819	60267766
61833	Nrgn	gene	8	38790596	38799077
71044	Cnn3	gene	2	218044803	218075914
3568	Rgs5	gene	13	85445325	85482294
735178	Eif3s3	gene	7	88069665	88154285
1306089	Mnda	gene	13	89752997	89770167
1359545	Prss23	gene	1	146081552	146089928
1559521	LOC499941	gene	3	155507146	155511899
2731	Aes	gene	7	9616545	9621684
620569	Atp12a	gene	15	35295274	35321453
620967	Map3k2	gene	18	24606219	24672732
3855	Hist1h2ba	gene	17	48290185	48290654
620456	Lmna	gene	2	180595724	180616354
727850	Kiss1	gene	13	46244786	46247288
3041	Maob	gene	X	17553529	17657852
619715	Sv2a	gene	2	190985435	191000812
1310061	RGD1310061	gene	16	86143399	86181601
1306777	Gimap1	gene	4	76829536	76833423
735148	Il17re	gene	4	149348600	149361697
1359454	Sdhc	gene	13	87014569	87035239
1308659	Ap3d1	gene	7	10480786	10516164
1310551	Tulp2	gene	1	95955336	95993534
620144	Ntrk1	gene	2	179838740	179855545
621889	Ddb1	gene	1	213095298	213120534
1306612	Car12	gene	8	71017600	71071354
70899	Maged2	gene	X	40056332	40064505
3066	Tpsab1	gene	10	14591590	14594005
620553	Ptprh	gene	1	67959344	68004280
727939	Sema3d	gene	4	18641725	18832339
621323	Phox2a	gene	1	159273524	159277729
2528	Dyrk1a	gene	11	34879733	34971000
1310330	Slc38a6	gene	6	95715729	95778756
1359548	Lrrfip1	gene	9	90278891	90346980
3900	Tpo	gene	6	47954848	48025740
1564158	LOC499885	gene	3	114684522	114687445
1304797	B3galt3	gene	2	159670703	159701464
1566199	LOC500625	gene	6	28213288	28282067
621396	Rpe65	gene	2	257846392	257879314
620863	Trp63	gene	11	76900622	77200251
1303161	St8sia6	gene	17	87927956	88070368
1305300	Krt1-2	gene	10	89031289	89034686
1311293	RGD1311293	gene	8	47230800	47246976
1303149	Kb25	gene	7	140261522	140267924
620809	Slc12a2	gene	18	53673215	53741352
621787	Celsr3	gene	8	113882883	113923950
620158	Smad5	gene	17	13814164	13824358
1310639	Ccna1	gene	2	144275211	144285196
3554	Ren1	gene	13	46262738	46275209
2491	Dbp	gene	1	96173573	96178484
1305654	Dctn5	gene	1	180952836	180969511
621025	Plcd4	gene	9	73878506	73905127
3383	Ppp3cb	gene	15	4003161	4030352
621126	Tob1	gene	10	82852405	82854443
621495	F13a1	gene	17	34093561	34275669
2245	Cacna1c	gene	4	154895691	155517389
1359376	MGC108747	gene	11	80008752	80031601
1303334	Hyal3	gene	8	112828150	112833785
1305561	Satb1	gene	9	3307651	3391348
2551	Emd	gene	X	160351228	160354244
628712	Zfp161	gene	9	108512810	108514157
621117	Nlgn1	gene	2	111188698	111948509
1562746	LOC497941	gene	10	56757674	56760194
619808	Hrg	gene	11	80248578	80264179
1311405	Ankrd16	gene	17	77930658	77943867
3541	Rbl2	gene	19	17045131	17092597
620295	Snx16	gene	2	93274839	93296194
69363	Nupr1	gene	1	185770310	185772313
1306753	Pigk	gene	2	250976112	251037852
1310518	Zadh1	gene	6	108349172	108380867
1310215	Taf5l	gene	19	54190445	54209450
69069	Ccl5	gene	10	71605836	71610338
1311303	Prpf4	gene	5	79403863	79417429
621116	Taf9l	gene	X	94342071	94351927
1308671	Mtrr	gene	17	5086219	5118086
1307139	Ercc3	gene	18	24684912	24716143
1359404	MGC94282	gene	4	165378054	165383377
1308149	Zcchc10	gene	10	38768562	38781146
68371	Frap1	gene	5	165531392	165640899
1307043	Tssc4	gene	1	203344569	203346200
1310470	RGD1310470	gene	14	16658151	16954651
727783	Slc35b1	gene	10	84069903	84076976
1310068	Galnt14	gene	6	21776366	22007575
727842	LOC252890	gene	2	15254240	15254299
70487	Ctnnb1	gene	8	125978161	125987670
621839	Pold1	gene	1	95010719	95021685
1310827	RGD1310827	gene	4	82177050	82181895
3763	Sstr2	gene	10	103246880	103254444
621636	Pex3	gene	1	8316117	8357960
1564413	Defb26	gene	3	142834066	142837469
1562772	Ppef1	gene	X	55357784	55434289
620473	Slc9a5	gene	19	35164590	35184677
621030	Csad	gene	7	140917825	140960361
631398	Kcnmb2	gene	2	118363702	118401375
1359473	Thap4	gene	9	92989072	93031408
1309880	Tcea1	gene	5	14834045	14871291
620859	Axin1	gene	10	15409372	15462726
69248	Adrm1	gene	3	169229036	169233798
1305877	Gns	gene	7	60672492	60702306
1559814	LOC289740	gene	14	84599385	84632836
1306180	Leng8	gene	1	69452495	69464195
621452	Klrh1	gene	4	167127233	167140982
1564505	Angptl3	gene	5	119479669	119484358
1305649	Xkr8	gene	5	152414761	152422709
620224	Dlgap2	gene	16	79613016	80332283
708447	Testin	gene	17	9532435	9544923
1359400	Try10	gene	4	69053165	69056668
621882	Scarb2	gene	14	17119366	17170850
71030	Adnp	gene	3	159345280	159355067
628857	Pank4	gene	5	171767041	171783527
735140	RGD735140	gene	3	120301433	120347942
68346	Akr1a1	gene	5	136920556	136937697
1304813	Rbms2	gene	7	1426634	1462518
1309874	Rarres2	gene	4	76659507	76662465
1311369	Tcea3	gene	5	154979581	155019314
1303264	Ttc12	gene	8	52734792	52799135
61808	Faah	gene	5	136310965	136329817
1311278	RGD1311278	gene	3	128433506	128563511
1310274	Clk4	gene	10	36782792	36800362
3133	Mycs	gene	X	28062010	28063302
1304852	Defcr4	gene	16	75031404	75032437
621430	Slc25a10	gene	10	109877811	109885272
1304861	RGD1304861	gene	10	76394107	76488136
1562163	LOC290071	gene	15	32234625	32273880
3885	Tnp2	gene	10	4816612	4817340
3246	Pcsk6	gene	1	120324843	120476913
2640	Mid1	gene	X	44751950	44879999
3907	Clu	gene	15	45365779	45405314
620969	Map3k8	gene	17	61910179	61930459
1310526	Ndn	gene	1	116594603	116596201
620588	Cd14	gene	18	29374593	29376190
621123	Ptprv	gene	13	48070488	48090682
620213	Masp1	gene	11	79532504	79602755
1304951	Tssk2	gene	11	85074711	85076066
1303268	LOC291840	gene	19	9665175	9681045
1307407	Dazap2	gene	7	139362248	139367387
1303224	Bhlhb9	gene	X	123149086	123151848
1305675	Mpp7	gene	17	63992348	64282554
1306481	Txk	gene	14	37867565	37923075
3046	Mapk3	gene	1	185935044	185941246
61817	Col1a1	gene	10	83622402	83639368
61860	Gng7	gene	7	10203112	10271719
619854	Serpind1	gene	11	85666714	85677716
1306306	Atg12	gene	18	40933793	40943970
1564749	Bex4	gene	X	123442511	123443776
631387	Taar7a	gene	1	21977118	21978194
1359586	Ly49i6	gene	4	168483900	168505679
620663	Igsf6	gene	1	179911684	179922158
620839	Tfpt	gene	1	63901368	63910301
61913	Gas6	gene	16	80900264	80930651
3369	Ppara	gene	7	123729774	123807090
1305930	Sdccag3	gene	3	4554201	4557651
1303251	MGC94941	gene	4	66911794	66929911
69081	Rem2	gene	15	32540121	32543800
735220	MGC72581	gene	16	18726945	18731772
621727	Foxe3	gene	5	135285688	135286548
69435	Tcam1	gene	10	95677412	95683593
621666	Blcap	gene	3	148265615	148275959
1359350	LOC367808	gene	X	63905631	63914903
727817	Gnat3	gene	4	12785190	12834880
1309503	Itm2c	gene	9	84611756	84625391
621713	Ero1l	gene	15	21169438	21205536
620349	Ptgs2	gene	13	64427166	64435401
620944	Casp7	gene	1	262689300	262721591
735207	Acvr1b	gene	7	139939001	139958740
628745	Rln3	gene	19	25792783	25795269
735106	RGD735106	gene	1	29732942	29739287
3285	Pdgfrb	gene	18	57014475	57053581
1359512	V1re23	gene	1	58063494	58064414
2359	Grem1	gene	3	99597203	99608935
1359486	LOC317312	gene	X	140301920	140329537
61318	Cd69	gene	4	166527683	166535601
628743	Cant1	gene	10	108405355	108420225
621109	Psmd4	gene	2	189933161	189942421
69229	Gnb2l1	gene	10	34067238	34072593
1303150	Rab21	gene	7	54550247	54575032
708354	Nexn	gene	2	250762017	250783765
2060	Adrb2	gene	18	58174958	58177000
3007	Lhcgr	gene	6	12613622	12651587
738052	Mrgprb5	gene	1	98075556	98076617
620064	Chd4	gene	4	161214140	161251018
1305061	RGD1305061	gene	19	35284039	35287705
1305388	Josd1	gene	7	117916620	117930155
621723	Foxe1	gene	5	62905210	62908018
61940	Napsa	gene	1	95050798	95062759
2410	Dpysl3	gene	18	36620669	36680355
1563321	Egfl6	gene	X	48568649	48626777
708511	Enpp3	gene	1	21087405	21159917
1308924	Tax1bp3	gene	10	60054096	60058595
1306069	Vrk1	gene	6	130181610	130249361
61918	Slc30a1	gene	13	107980864	107984027
1305135	Akap2	gene	5	75814965	75855492
619821	Suclg1	gene	4	106572172	106601498
1307371	Saa4	gene	1	97278427	97282729
620111	Ncoa6	gene	3	145886871	145958018
628660	Slco1c1	gene	4	178959893	179006727
621215	Chx10	gene	6	108637973	108659124
1549746	V1rc41	gene	4	86801995	86802891
1308766	Isgf3g	gene	15	33739755	33744958
1311208	Rbm17	gene	17	78139912	78156805
1309326	RGD1309326	gene	1	94714132	94720015
1305054	Dntt	gene	1	246199856	246231792
1359414	Vps16	gene	3	118037765	118058841
1549751	LOC360627	gene	10	89354313	89366411
735078	MGC72560	gene	1	159367471	159373042
1359584	LOC298139	gene	5	91653230	91664680
1560751	LOC365960	gene	2	250634141	250649009
1311547	RGD1311547	gene	7	121146045	121153446
620728	Kcnmb4	gene	7	55751633	55807075
621196	Inhbe	gene	7	67307373	67310327
628788	Zfp455	gene	2	86196467	86210842
1311167	Fbxo23	gene	17	15879925	15887485
1304706	RGD1304706	gene	1	85771683	85773503
67382	Klkb1	gene	16	50248832	50272272
621093	Psmb7	gene	3	18384197	18451208
1307607	Hexb	gene	2	27649188	27672231
628902	Atf5	gene	1	95284085	95288174
631381	Mtus1	gene	16	54569758	54662427
69647	Eif4e	gene	2	236072748	236104714
1565179	LOC499933	gene	3	147575110	147586968
620951	Arhgef1	gene	1	80209459	80226353
1310496	Sf4	gene	16	19835921	19866795
1303082	Fcar	gene	1	68976542	69022651
1561447	MGC109145	gene	3	148048579	148096306
3015	Lox	gene	18	47893877	47906673
1307332	Srxn1	gene	3	142457352	142481128
68942	Cacna1g	gene	10	83043636	83112886
2180	Atp7b	gene	16	74607975	74679349
2184	Avp	gene	3	118205007	118206985
621231	Keg1	gene	1	215761469	215795659
71043	Cdc42	gene	5	156106122	156124006
619794	Cxadr	gene	11	17193505	17241549
631330	Cip98	gene	5	80382667	80464817
620700	Lrpap1	gene	14	81292621	81306704
1563114	Asb-4	gene	4	30150502	30188132
1308445	Asb6	gene	3	9877183	9881794
2382	Coro1b	gene	1	206733360	206738018
1305964	Atad3a	gene	5	172598553	172618731
1311295	Dmap1	gene	5	137997648	138005652
69366	Ldhc	gene	1	97418622	97435275
628844	Centg1	gene	7	67027032	67043909
1565630	Zdhhc24	gene	1	207493087	207499194
1307355	RGD1307355	gene	3	5830302	5849302
3035	Mag	gene	1	85954511	85970832
1308893	Dcun1d3	gene	1	178172445	178212119
1310888	Aggf1	gene	2	25723669	25759496
1305041	Gimap6	gene	4	76793809	76800221
2670	Gck	gene	14	86572518	86587723
1309352	Samd6	gene	5	63633540	63674953
708519	Dbccr1	gene	5	86070267	86216181
1310852	RGD1310852	gene	7	94729977	94740627
61831	Treh	gene	8	47631777	47645166
621522	Phka1	gene	X	90553527	90692073
1311613	Spop	gene	10	84082169	84185524
621811	Fstl3	gene	7	11437264	11442906
1309879	RGD1309879	gene	19	54922521	54935109
3065	Mcpt6	gene	10	14613118	14614917
631338	Dscr1	gene	11	32386576	32408850
1565003	LOC619558	gene	2	77419516	77566123
